scene_title,topic_title,word,meaning,part_of_speech,phonetic_us,phonetic_uk,difficulty,description,examples_json,sort_order
雅思·IELTS Band 8.5 游刃有余,开怀大笑的经历,absurdity,荒诞/noun,/əbˈsɜːrdəti/,/əbˈsɜːdəti/,L4,荒诞性。,"[{""en"":""The absurdity of the situation made us laugh."",""zh"":""情景的荒诞感让我们笑了出来。""}]",0
雅思·IELTS Band 8.5 游刃有余,开怀大笑的经历,burst out laughing,突然大笑起来,phrase,/bɜːrst aʊt ˈlæfɪŋ/,/bɜːst aʊt ˈlɑːfɪŋ/,L4,突然爆笑。,"[{""en"":""We looked at each other and burst out laughing."",""zh"":""我们看着对方，突然大笑起来。""}]",1
雅思·IELTS Band 8.5 游刃有余,开怀大笑的经历,chaos,混乱,noun,/ˈkeɪɑːs/,/ˈkeɪɒs/,L4,混乱。,"[{""en"":""The trip was complete chaos, but that's what made it memorable."",""zh"":""那次旅行一片混乱，但这正是它令人难忘的原因。""}]",2
雅思·IELTS Band 8.5 游刃有余,开怀大笑的经历,in the middle of nowhere,荒郊野外,phrase,/ɪn ðə ˈmɪdl əv ˈnoʊwer/,/ɪn ðə ˈmɪdl əv ˈnəʊweə/,L4,在偏远的地方。,"[{""en"":""We were in the middle of nowhere with no GPS signal."",""zh"":""我们在前不着村后不着店的地方，没有GPS信号。""}]",3
雅思·IELTS Band 8.5 游刃有余,如释重负的时刻,wave of relief,如释重负的浪潮,phrase,/weɪv əv rɪˈliːf/,/weɪv əv rɪˈliːf/,L4,如释重负的感觉。,"[{""en"":""A wave of relief washed over me when I saw the results."",""zh"":""看到结果时，一股如释重负的浪潮涌来。""}]",4
雅思·IELTS Band 8.5 游刃有余,如释重负的时刻,hold one's breath,屏住呼吸,phrase,/hoʊld wʌnz breθ/,/həʊld wʌnz breθ/,L4,屏住呼吸/紧张等待。,"[{""en"":""I felt like I'd been holding my breath for a year and could finally exhale."",""zh"":""我感觉像憋了一年的气终于能呼出来了。""}]",5
雅思·IELTS Band 8.5 游刃有余,如释重负的时刻,genuinely,真正地,adv,/ˈdʒenjuɪnli/,/ˈdʒenjuɪnli/,L4,真诚地/确实。,"[{""en"":""There were nights where I genuinely thought I wasn't going to make it."",""zh"":""有好几个晚上我真的觉得自己完不成了。""}]",6
雅思·IELTS Band 8.5 游刃有余,如释重负的时刻,let alone,更不用说,phrase,/let əˈloʊn/,/let əˈləʊn/,L4,更不用说。,"[{""en"":""I couldn't even think clearly, let alone write a coherent essay."",""zh"":""我连清晰思考都做不到，更别说写一篇连贯的文章了。""}]",7
雅思·IELTS Band 8.5 游刃有余,成功与幸福,deceptively,看似...实则...,adv,/dɪˈseptɪvli/,/dɪˈseptɪvli/,L4,看似(简单/容易)实则不然。,"[{""en"":""That's a deceptively simple question."",""zh"":""这个问题看似简单实则不然。""}]",8
雅思·IELTS Band 8.5 游刃有余,成功与幸福,narrow definition,狭隘的定义,phrase,/ˈnæroʊ ˌdefɪˈnɪʃən/,/ˈnærəʊ ˌdefɪˈnɪʃən/,L4,狭隘的定义。,"[{""en"":""We've been sold this very narrow definition of success."",""zh"":""我们被灌输了一种非常狭隘的成功定义。""}]",9
雅思·IELTS Band 8.5 游刃有余,成功与幸福,prioritize,优先考虑,verb,/praɪˈɔːrətaɪz/,/praɪˈɒrətaɪz/,L4,优先考虑。,"[{""en"":""They had the courage to prioritize what matters to them."",""zh"":""他们有勇气优先考虑对自己重要的事。""}]",10
雅思·IELTS Band 8.5 游刃有余,成功与幸福,on paper,理论上/表面上,phrase,/ɑːn ˈpeɪpər/,/ɒn ˈpeɪpər/,L4,表面上看。,"[{""en"":""They may look less successful on paper, but they're happier."",""zh"":""他们在表面上可能看起来不那么成功，但他们更快乐。""}]",11
雅思·IELTS Band 8.5 游刃有余,社交媒体与人际关系,profound,深刻的,adj,/prəˈfaʊnd/,/prəˈfaʊnd/,L4,深刻的。,"[{""en"":""I'm not sure we've fully processed how profound that change is."",""zh"":""我不确定我们完全消化了这个变化有多深刻。""}]",12
雅思·IELTS Band 8.5 游刃有余,社交媒体与人际关系,loneliness,孤独,noun,/ˈloʊnlinəs/,/ˈləʊnlinəs/,L4,孤独感。,"[{""en"":""Rates of loneliness have never been higher."",""zh"":""孤独感从未如此之高。""}]",13
雅思·IELTS Band 8.5 游刃有余,社交媒体与人际关系,curated,精心策划的,adj,/ˈkjʊreɪtɪd/,/ˈkjʊəreɪtɪd/,L4,精心选择/策划的。,"[{""en"":""We're scrolling through someone's curated highlight reel."",""zh"":""我们在刷别人精心包装的精彩片段。""}]",14
雅思·IELTS Band 8.5 游刃有余,社交媒体与人际关系,intentionally,有意识地,adv,/ɪnˈtenʃənəli/,/ɪnˈtenʃəli/,L4,有意识地。,"[{""en"":""Are we using it intentionally, or letting it use us?"",""zh"":""我们在有意识地使用它，还是让它使用我们？""}]",15
雅思·IELTS Band 8.5 游刃有余,代际差异,humbling,让人谦卑的,adj,/ˈhʌmbəlɪŋ/,/ˈhʌmbəlɪŋ/,L4,让人谦卑的。,"[{""en"":""I catch myself doing the same thing — and it's humbling."",""zh"":""我发现自己也在做同样的事——这让人谦卑。""}]",16
雅思·IELTS Band 8.5 游刃有余,代际差异,perspective,视角,noun,/pərˈspektɪv/,/pəˈspektɪv/,L4,视角/看法。,"[{""en"":""Older generations have something valuable — perspective."",""zh"":""老一辈有宝贵的东西——视角。""}]",17
雅思·IELTS Band 8.5 游刃有余,代际差异,emotional intelligence,情商,noun,/ɪˈmoʊʃənl ɪnˈtelɪdʒəns/,/ɪˈməʊʃənl ɪnˈtelɪdʒəns/,L4,情商。,"[{""en"":""What I find impressive is their emotional intelligence."",""zh"":""我觉得了不起的是他们的情商。""}]",18
雅思·IELTS Band 8.5 游刃有余,代际差异,bridge the gap,弥合差距,phrase,/brɪdʒ ðə ɡæp/,/brɪdʒ ðə ɡæp/,L4,弥合差距/连接不同群体。,"[{""en"":""The real potential lies in bridging these perspectives."",""zh"":""真正的潜力在于连接这些不同的视角。""}]",19
